f_es,T_es,chisquared_avg,chisquared_000,chisquared_001,chisquared_002,chisquared_003,chisquared_004
9.6893718851996e-06,1.228279154789879,1433.2762296399706,912.5865566109918,924.3886285288705,1594.1129331793388,2036.3740678931326,1698.9189619875183
9.813570724674974e-06,1.228279154789879,1406.2852088097272,889.2230111057381,901.8477757907837,1564.5025860568949,2004.5616702929924,1671.2910008022259
9.93776956415035e-06,1.228279154789879,1379.6822185689696,865.1570255811031,879.9072225446652,1535.2823963424662,1971.9051414409496,1646.1593069356643
1.0061968403625723e-05,1.228279154789879,1353.7498762719097,841.1815112271063,858.7380346705312,1506.7127337950683,1939.255638938009,1622.8614627288339
1.01861672431011e-05,1.228279154789879,1328.7303506933208,818.7950874528879,838.2591755967036,1478.9909432611234,1908.3370895606643,1599.269457595225
1.0310366082576475e-05,1.228279154789879,1304.4768186836372,797.6981357531653,818.3625094997672,1451.9763717151366,1878.8310558072897,1575.516020642827
1.0434564922051848e-05,1.228279154789879,1280.8938132348358,777.6807040904174,798.9847410741272,1425.5779245650526,1850.5099730470101,1551.7157233975713
1.0558763761527224e-05,1.228279154789879,1257.706134999255,757.5533975368554,780.0716270342891,1399.4955358605418,1822.0478748713056,1529.362239693283
1.06829626010026e-05,1.228279154789879,1234.9612488468356,737.149507137373,761.7313303965557,1373.766494727005,1793.2283116184894,1508.9306003547554
1.0807161440477973e-05,1.228279154789879,1212.941600827266,717.9916887131526,743.9566001926324,1348.7220065888234,1765.7539228878313,1488.2837857538905
1.093136027995335e-05,1.228279154789879,1191.5468933903328,699.8695370008766,726.6739199812422,1324.2663003733471,1739.4015592318535,1467.5231503643442
1.1055559119428726e-05,1.228279154789879,1170.709873623879,682.6314100394784,709.8385129983886,1300.3349394074057,1714.0076978691443,1446.7368078049788
1.1179757958904099e-05,1.228279154789879,1150.3050525714893,665.8891944975614,693.6733072190352,1276.7490694725166,1688.5114459283222,1426.7022457400121
1.1303956798379475e-05,1.228279154789879,1130.2641349143107,649.2723118022309,678.5734993740064,1253.3619609695907,1661.5896440231895,1408.5232584025352
1.142815563785485e-05,1.228279154789879,1110.8063269288216,633.5244703067605,663.8205676087971,1230.5439751317854,1635.878426725191,1390.2641948715739
1.1552354477330224e-05,1.228279154789879,1091.8806055575974,618.5331847567752,649.4027844440895,1208.235397873982,1611.2171614432818,1372.0144992698586
