obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,Aki(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"1270.5756","1270.5755","0.0010","7.1e+06",D,"13.32785705","14.3036684","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<1/2>).3d","2[3/2]*","1",3,3,,"T1618n","L2634",
"1273.6901","1273.6902","0.0010","1.1e+06",D,"13.09487256","14.0682977","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2",5,5,,"T1618n","L2634",
"1274.9719","1274.9719","0.0010","2.0e+06",D,"13.28263902","14.2550856","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","1",3,3,,"T1618n","L2634",
"1280.6241","1280.6239","0.0010","5.7e+06",D,"13.09487256","14.0630272","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).3d","2[5/2]*","2",5,5,,"T1618n","L2634",
"1293.6733","1293.6734","0.0010","1.0e+07",D,"13.28263902","14.2410277","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","0",3,1,,"T1618n","L2634",
"1296.0203","1296.0202","0.0010","7.4e+06",D,"12.90701530","13.8636686","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).3d","2[1/2]*","1",3,3,,"T1618n","L2634",
"1301.1822","1301.1822","0.0010","8.9e+06",D,"13.30222747","14.2550856","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","1",5,3,,"T1618n","L2634",
"1321.760","1321.7605","0.0010","8.1e+06",D,"12.90701530","13.8450385","3s2.3p5.(2P*<3/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).3d","2[1/2]*","0",3,1,,"T1618n","L2634",
"1323.1725",,,,,,,,,,,,,1,1,,,"L2634",
"1323.452","1323.4515","0.0010","4.6e+06",D,"13.15314387","14.0899685","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","1",3,3,,"T1372","L2634",
"1327.627","1327.6265","0.0010","1.5e+07",D,"13.30222747","14.2361061","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).3d","2[5/2]*","3",5,7,,"T1618n","L2634",
"1331.6851","1331.6850","0.0010","1.3e+07",D,"13.28263902","14.2136715","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<1/2>).3d","2[5/2]*","2",3,5,,"T1618n","L2634",
"1337.0766",,,,,,,,,,,,,1,1,,,"L2634",
,"1337.1482","0.0010","3.4e+06",D,"13.32785705","14.2550856","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","1",3,3,,"T1372",,
,"1341.0179","0.0010","6.5e+06",D,"13.9792373","14.9037902","3s2.3p5.(2P*<3/2>).3d","2[7/2]*","4","3s2.3p5.(2P*<3/2>).4f","2[9/2]","4",9,9,,"T1618n",,
,"1341.0253","0.0010","6.5e+06",D,"13.9792373","14.9037852","3s2.3p5.(2P*<3/2>).3d","2[7/2]*","4","3s2.3p5.(2P*<3/2>).4f","2[9/2]","5",9,11,,"T1618n",,
"1350.310","1350.3098","0.0010","2.7e+06",D,"13.17177770","14.0899685","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","1",5,3,,"T1372","L2634",
"1350.7884","1350.7882","0.0010","1.1e+07",D,"13.09487256","14.0127381","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).3d","2[7/2]*","3",5,7,,"T1618n","L2634",
,"1354.7908","0.0010","4.6e+05",E,"13.15314387","14.0682977","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2",3,5,,"T1372",,
"1357.7329","1357.7330","0.0010","5.1e+06",D,"13.32785705","14.2410277","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","0",3,1,,"T1372","L2634",
"1360.3052","1360.3051","0.0010","2.2e+06",D,"13.30222747","14.2136715","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<1/2>).3d","2[5/2]*","2",5,5,,"T1618n","L2634",
"1362.6384","1362.6384","0.0010","7.3e+06",D,"13.15314387","14.0630272","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).3d","2[5/2]*","2",3,5,,"T1618n","L2634",
"1368.2290","1368.2289","0.0010","6.2e+06",D,"13.32785705","14.2340226","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<1/2>).3d","2[3/2]*","2",3,5,,"T1618n","L2634",
"1372.2328",,,,,,,,,,,,,1,1,,,"L2634",
"1382.9495","1382.9497","0.0010","3.3e+06",D,"13.17177770","14.0682977","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2",5,5,,"T1372","L2634",
"1391.1280",,,,,,,,,,,,,1,1,,,"L2634",
"1409.7493","1409.7493","0.0010","4.3e+06",D,"13.27303810","14.1525151","3s2.3p5.(2P*<3/2>).4p","2[1/2]","0","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","1",1,3,,"T1618n","L2634",
,"1459.9723","0.0010","5.3e+06",D,"14.2340226","15.0832456","3s2.3p5.(2P*<1/2>).3d","2[3/2]*","2","3s2.3p5.(2P*<1/2>).4f","2[5/2]","2",5,5,,"T1618n",,
,"1460.0461","0.0010","5.3e+06",D,"14.2340226","15.0832027","3s2.3p5.(2P*<1/2>).3d","2[3/2]*","2","3s2.3p5.(2P*<1/2>).4f","2[5/2]","3",5,7,,"T1618n",,
,"1463.8414","0.0010","9.0e+06",D,"14.2361061","15.0830844","3s2.3p5.(2P*<1/2>).3d","2[5/2]*","3","3s2.3p5.(2P*<1/2>).4f","2[7/2]","4",7,9,,"T1618n",,
,"1463.8504","0.0010","9.0e+06",D,"14.2361061","15.0830792","3s2.3p5.(2P*<1/2>).3d","2[5/2]*","3","3s2.3p5.(2P*<1/2>).4f","2[7/2]","3",7,7,,"T1618n",,
,"1474.3167","0.0010","8.8e+04",D,"13.17177770","14.0127381","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).3d","2[7/2]*","3",5,7,,"T1618n",,
,"1478.9421","0.0010","2.1e+05",D,"14.0682977","14.9066280","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2","3s2.3p5.(2P*<3/2>).4f","2[5/2]","2",5,5,,"T1618n",,
,"1479.0105","0.0010","2.1e+05",D,"14.0682977","14.9065892","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2","3s2.3p5.(2P*<3/2>).4f","2[5/2]","3",5,7,,"T1618n",,
,"1488.0603","0.0010","6.0e+04",D,"14.0682977","14.9014911","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2","3s2.3p5.(2P*<3/2>).4f","2[3/2]","2",5,5,,"T1618n",,
,"1488.1486","0.0010","6.0e+04",D,"14.0682977","14.9014416","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2","3s2.3p5.(2P*<3/2>).4f","2[3/2]","1",5,3,,"T1618n",,
"1505.061","1505.0615","0.0010","5.2e+06",D,"13.47988682","14.3036684","3s2.3p5.(2P*<1/2>).4p","2[1/2]","0","3s2.3p5.(2P*<1/2>).3d","2[3/2]*","1",1,3,,"T1618n","L2634",
"1517.684","1517.6837","0.0010","1.3e+06",D,"13.27303810","14.0899685","3s2.3p5.(2P*<3/2>).4p","2[1/2]","0","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","1",1,3,,"T1618n","L2634",
,"1530.6062","0.0010","5.4e+06",D,"14.0990559","14.9090892","3s2.3p5.(2P*<3/2>).3d","2[5/2]*","3","3s2.3p5.(2P*<3/2>).4f","2[7/2]","4",7,9,,"T1618n",,
,"1530.6151","0.0010","5.4e+06",D,"14.0990559","14.9090845","3s2.3p5.(2P*<3/2>).3d","2[5/2]*","3","3s2.3p5.(2P*<3/2>).4f","2[7/2]","3",7,7,,"T1618n",,
"1533.353","1533.3533","0.0010","1.2e+05",E,"13.09487256","13.9034546","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2",5,5,,"T1618n","L2634",
,"1535.7323","0.0010","4.5e+05",E,"13.28263902","14.0899685","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","1",3,3,,"T1372",,
,"1540.6849","0.0010","1.4e+06",D,"14.0990559","14.9037902","3s2.3p5.(2P*<3/2>).3d","2[5/2]*","3","3s2.3p5.(2P*<3/2>).4f","2[9/2]","4",7,9,,"T1618n",,
,"1555.9710","0.0010","9.8e+03",D,"13.30222747","14.0990559","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).3d","2[5/2]*","3",5,7,,"T1618n",,
,"1573.9208","0.0010","2.9e+04",D,"13.30222747","14.0899685","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","1",5,3,,"T1618n",,
,"1578.0924","0.0010","5.9e+04",E,"13.28263902","14.0682977","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2",3,5,,"T1372",,
,"1582.1099","0.0010","8.7e+04",E,"13.9034546","14.68711824","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2","3s2.3p5.(2P*<1/2>).5p","2[1/2]","1",5,3,,"T1618n",,
,"1590.4031","0.0010","7.7e+06",D,"14.3036684","15.0832456","3s2.3p5.(2P*<1/2>).3d","2[3/2]*","1","3s2.3p5.(2P*<1/2>).4f","2[5/2]","2",3,5,,"T1618n",,
"1599.386","1599.3859","0.0010","1.9e+06",D,"13.47988682","14.2550856","3s2.3p5.(2P*<1/2>).4p","2[1/2]","0","3s2.3p5.(2P*<1/2>).5s","2[1/2]*","1",1,3,,"T1618n","L2634",
,"1612.7061","0.0010","3.9e+04",D,"13.09487256","13.8636686","3s2.3p5.(2P*<3/2>).4p","2[5/2]","2","3s2.3p5.(2P*<3/2>).3d","2[1/2]*","1",5,3,,"T1618n",,
,"1618.4443","0.0010","1.2e+05",D,"13.30222747","14.0682977","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2",5,5,,"T1618n",,
,"1626.8513","0.0010","3.0e+04",D,"13.32785705","14.0899685","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","1",3,3,,"T1618n",,
,"1644.1065","0.0010","5.9e+06",D,"14.1525151","14.9066280","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","1","3s2.3p5.(2P*<3/2>).4f","2[5/2]","2",3,5,,"T1618n",,
"1652.437","1652.4380","0.0010","2.6e+05",D,"13.15314387","13.9034546","3s2.3p5.(2P*<3/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2",3,5,,"T1618n","L2634",
,"1655.3828","0.0010","1.6e+06",D,"14.1525151","14.9014911","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","1","3s2.3p5.(2P*<3/2>).4f","2[3/2]","2",3,5,,"T1618n",,
,"1655.4921","0.0010","1.6e+06",D,"14.1525151","14.9014416","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","1","3s2.3p5.(2P*<3/2>).4f","2[3/2]","1",3,3,,"T1618n",,
,"1674.4651","0.0010","3.1e+05",D,"13.32785705","14.0682977","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","2",3,5,,"T1618n",,
"1694.521","1694.5211","0.0010","2.5e+06",D,"13.17177770","13.9034546","3s2.3p5.(2P*<3/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2",5,5,,"T1618n","L2634",
,"1782.886","0.010","8.4e+05",E,"14.2136715","14.9090845","3s2.3p5.(2P*<1/2>).3d","2[5/2]*","2","3s2.3p5.(2P*<3/2>).4f","2[7/2]","3",5,7,,"T1618n",,
"1843.279",,,,,,,,,,,,,1,1,,,"L2634",
,"2032.256","0.010","1.6e+05",D,"13.47988682","14.0899685","3s2.3p5.(2P*<1/2>).4p","2[1/2]","0","3s2.3p5.(2P*<3/2>).5s","2[3/2]*","1",1,3,,"T1618n",,
"2062.186","2062.186","0.010","3.9e+05",D,"13.30222747","13.9034546","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2",5,5,,"T1618n","L2634",
,"2081.672","0.010","7.6e+04",D,"13.9034546","14.49905364","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2","3s2.3p5.(2P*<3/2>).5p","2[5/2]","3",5,7,,"T1618n",,
"2099.184",,,,,,,,,,,,,1,1,,,"L2634",
,"2133.871","0.010","3.2e+04",D,"13.28263902","13.8636686","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).3d","2[1/2]*","1",3,3,,"T1618n",,
,"2154.008","0.010","1.1e+05",D,"13.32785705","13.9034546","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).3d","2[3/2]*","2",3,5,,"T1618n",,
,"2204.558","0.010","1.2e+05",D,"13.28263902","13.8450385","3s2.3p5.(2P*<1/2>).4p","2[3/2]","1","3s2.3p5.(2P*<3/2>).3d","2[1/2]*","0",3,1,,"T1618n",,
,"2208.321","0.010","1.4e+05",D,"13.30222747","13.8636686","3s2.3p5.(2P*<1/2>).4p","2[3/2]","2","3s2.3p5.(2P*<3/2>).3d","2[1/2]*","1",5,3,,"T1618n",,
"2313.951","2313.952","0.010","1.7e+05",D,"13.32785705","13.8636686","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).3d","2[1/2]*","1",3,3,,"T1618n","L2634",
,"2385.154","0.010","1.1e+06",D,"13.9792373","14.49905364","3s2.3p5.(2P*<3/2>).3d","2[7/2]*","4","3s2.3p5.(2P*<3/2>).5p","2[5/2]","3",9,7,,"T1618n",,
"2397.306","2397.306","0.010","3.6e+05",D,"13.32785705","13.8450385","3s2.3p5.(2P*<1/2>).4p","2[1/2]","1","3s2.3p5.(2P*<3/2>).3d","2[1/2]*","0",3,1,,"T1618n","L2634",
